# BEAST v10.5.0
# Generated Tue Aug 18 08:35:03 EEST 2026 [seed=1787031224452]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
10858000	-5782890.195385594	-327.41389892431874	-5782562.78148667	31.448757121909953	1993.2261062660682	573.8272822324703	113.91184230213167	25.58604213027517	0.1592936249800928	0.3500064431698496	0.3351545530961162	0.15554537875394173	0.009123383572958355	4.466949294641406E-6	4.466949294641409E-6	-5782562.78148667	0.0	-320.88981243033146
10859000	-5782883.341626164	-324.97698486904875	-5782558.364641295	30.77976259432281	1993.8951007936553	558.9637022698417	103.14629313832195	24.32235353005371	0.1592936249800928	0.3500064431698496	0.3351545530961162	0.15554537875394173	0.01964021618417084	4.602630771616801E-6	4.602630771616797E-6	-5782558.364641295	0.0	-318.636224953378
10860000	-5782889.93428653	-323.735680252575	-5782566.198606278	30.73317041708782	1993.9416929708902	552.3805834445213	102.43396414590357	24.19132864428093	0.15954844442498903	0.3498491786006264	0.3349999216427523	0.15560245533163256	0.015168947251351324	4.6463616651874495E-6	4.646361665187449E-6	-5782566.198606278	0.0	-317.41382045034084
10861000	-5782887.950371593	-324.0253711333925	-5782563.92500046	30.795981468692617	1993.8788819192855	554.4475514619522	105.27962987067863	23.351344495415674	0.15954844442498903	0.349702222295626	0.3349999216427523	0.155749411636633	0.021267269287008752	4.60523575381493E-6	4.605235753814933E-6	-5782563.92500046	0.0	-317.7518023301395
10862000	-5782878.282547739	-325.1204956579967	-5782553.162052081	31.094965292325163	1993.5798980956529	560.3559340920533	82.73747838417177	23.707631521467224	0.15930179395152386	0.35028443568265377	0.3349999216427523	0.15541384872307037	0.033032820423973264	4.534297491740196E-6	4.534297491740193E-6	-5782553.162052081	0.0	-319.0636604450987
10863000	-5782897.512361212	-324.1273062989156	-5782573.385054912	30.360830217900162	1994.314033170078	551.8171724973993	111.73961432148887	24.860906876004567	0.15925556659361956	0.35028443568265377	0.33504614900065655	0.15541384872307037	0.02275335435347986	4.641851629150811E-6	4.641851629150811E-6	-5782573.385054912	0.0	-317.6283486773422
10864000	-5782890.253228077	-323.40687437258794	-5782566.846353704	30.75774874720037	1993.9171146407778	552.317040962793	93.30629959896875	23.79792891354585	0.15977652115692798	0.34978836270426994	0.3350478204464999	0.15538729569230245	0.031025779431084612	4.673915806716423E-6	4.673915806716426E-6	-5782566.846353704	0.0	-317.1918849746095
10865000	-5782880.181458631	-324.2580649725754	-5782555.923393658	30.6378641733903	1994.036999214588	556.857521759605	89.13734495266918	23.681193339336755	0.1597688242661009	0.35015437762368823	0.33478698713304034	0.15528981097717076	0.04719513748972247	4.5518166488020585E-6	4.551816648802065E-6	-5782555.923393658	0.0	-318.0896826831093
10866000	-5782879.347034138	-322.3018742564723	-5782557.045159881	30.664029375248578	1994.0108340127294	545.9240458851879	93.61123362334692	25.611593534119365	0.15960346036465636	0.35034181395196035	0.3345297575402655	0.155524968143118	0.04719513748972247	4.749563638641306E-6	4.749563638641309E-6	-5782557.045159881	0.0	-315.85996484352466
10867000	-5782876.622661257	-324.1072531604484	-5782552.515408097	30.178784596872205	1994.496078791106	548.9587750863319	78.02797539911288	25.366821982976006	0.15962720768369015	0.35034181395196035	0.33477274971557	0.15525822864877975	0.04200167004604142	4.673417458772891E-6	4.673417458772892E-6	-5782552.515408097	0.0	-317.90745416103204
10868000	-5782890.236980909	-324.63041929039963	-5782565.606561618	30.73438371967033	1993.9404796683077	558.9130543058895	100.83893380676649	25.354568609236637	0.15962720768369015	0.35028643188824016	0.3345878116296738	0.1554985487983961	0.04200167004604142	4.550690460092675E-6	4.550690460092673E-6	-5782565.606561618	0.0	-318.17509557954634
10869000	-5782884.725009043	-323.86533304563517	-5782560.859675997	30.395459370613878	1994.2794040173642	543.0654486223772	121.76058831307897	24.258638657066783	0.15951305924239415	0.3500999178989091	0.3350179898318973	0.15536903302679972	0.0037976155763608317	4.664936913274792E-6	4.6649369132747914E-6	-5782560.859675997	0.0	-317.35709001070694
10870000	-5782877.138755671	-323.11398899962677	-5782554.0247666715	30.469327391002956	1994.2055359969752	548.4873716479831	106.37762374463654	23.659586602719767	0.15930202400628704	0.3498584098625007	0.33547514801050266	0.15536441812070986	0.0189598330431511	4.673390103937788E-6	4.673390103937786E-6	-5782554.0247666715	0.0	-316.78959382939223
10871000	-5782875.009685318	-322.3213360284233	-5782552.68834929	30.33946128556616	1994.335402102412	542.7639917544103	108.492741782059	24.161516045764817	0.1592755299190271	0.3498849039497607	0.33547514801050266	0.15536441812070986	0.0034565893999236913	4.730742329827598E-6	4.7307423298275995E-6	-5782552.68834929	0.0	-315.94461123730173
10872000	-5782885.7165391715	-323.9739947896843	-5782561.742544382	30.480991369516357	1994.1938720184617	554.1867910446108	84.30726118468912	25.48574403409176	0.15952046444972268	0.3502357441802315	0.33487937324933625	0.15536441812070986	0.038269449197975876	4.715514657652332E-6	4.71551465765233E-6	-5782561.742544382	0.0	-317.68689584344145
10873000	-5782876.35819326	-323.4899465682131	-5782552.868246691	30.1263161593114	1994.5485472286666	550.0622016690651	81.88601087406461	24.32079270333651	0.15932352361967472	0.34994839035992675	0.33536614211374965	0.1553619439066492	0.038269449197975876	4.641596910255496E-6	4.6415969102554945E-6	-5782552.868246691	0.0	-317.3517096993468
10874000	-5782873.960949481	-324.5608840413159	-5782549.40006544	30.449348652941147	1994.225514735037	555.5947494777383	84.34326622112128	25.506245214767414	0.1594279698271683	0.3499477741186371	0.33525268729975655	0.15537156875443836	0.007612496833418354	4.554224636621498E-6	4.554224636621499E-6	-5782549.40006544	0.0	-318.35143339984086
10875000	-5782879.217487089	-323.7500364653628	-5782555.467450624	30.23077528914024	1994.444088098838	553.0565267850341	102.21887297777866	25.83357249426526	0.15934693881120843	0.3499477741186371	0.33507660779871484	0.15562867927143995	0.030061591842219314	4.578220755729225E-6	4.578220755729225E-6	-5782555.467450624	0.0	-317.2497886626692
10876000	-5782878.852613127	-324.5911875610761	-5782554.261425566	30.6825352103635	1993.9923281776146	553.8604209629193	116.7235864482101	24.78896542591867	0.15934693881120843	0.350122747888394	0.33490163402895795	0.15562867927143995	0.018303819856248797	4.5594952576891055E-6	4.559495257689105E-6	-5782554.261425566	0.0	-318.07038638033384
10877000	-5782878.777077073	-326.16274827524353	-5782552.614328798	30.419201819411555	1994.2556615685667	556.2928429599301	124.10601959269509	24.1355938299508	0.15934693881120843	0.3501610368474263	0.33490163402895795	0.15559039031240765	0.011244429212445511	4.610961357781875E-6	4.610961357781876E-6	-5782552.614328798	0.0	-319.6482257249605
10878000	-5782870.066838278	-322.8957546304439	-5782547.171083648	30.32913922960943	1994.3457241583687	546.4393481925318	104.97727037676776	25.44185975277127	0.1595101646270783	0.3500553799587634	0.33490163402895795	0.1555328213852007	0.04764008843899633	4.672180945043182E-6	4.672180945043185E-6	-5782547.171083648	0.0	-316.35201587124993
10879000	-5782880.216173906	-324.174665882125	-5782556.041508024	30.721747237919768	1993.9531161500583	556.2707725590333	85.43944307208662	24.672897165089605	0.15947204745006596	0.3501114502430359	0.33484337673256	0.1555731255743385	0.014782219319397757	4.530484499078544E-6	4.530484499078547E-6	-5782556.041508024	0.0	-318.0205742565772
10880000	-5782878.555118728	-322.8753555980496	-5782555.679763131	30.16857830991842	1994.5062850780596	548.6480603380161	88.66584252246025	24.9819964271937	0.15962049993886557	0.3497794850695411	0.3348150001282152	0.1557850148633785	0.04408377427753139	4.583421128674497E-6	4.583421128674492E-6	-5782555.679763131	0.0	-316.5796279412259
10881000	-5782882.19399235	-324.3139314476121	-5782557.880060903	30.358602844886857	1994.3162605430912	550.7537655233917	114.23520823022761	24.32860159209684	0.15962049993886557	0.3497794850695411	0.33509846541435445	0.15550154957723922	0.04122700244071196	4.5820046109270055E-6	4.5820046109270055E-6	-5782557.880060903	0.0	-317.81117931516405
10882000	-5782883.109564759	-326.3967228757106	-5782556.712841883	30.89401228718626	1993.7808511007918	566.0052171915411	84.8730312736189	23.315979148025207	0.15962049993886557	0.35013528379397435	0.3349021634629393	0.15534205280422114	0.028761739085158583	4.491301202578562E-6	4.491301202578561E-6	-5782556.712841883	0.0	-320.37027338633095
10883000	-5782880.694379312	-323.2151500417656	-5782557.4792292705	29.915985874623114	1994.758877513355	549.798644556001	92.0089898694585	23.915140041389	0.15925157442072496	0.3498527686637455	0.33499537486963465	0.15590028204589523	0.034571092700170024	4.645630517213776E-6	4.645630517213778E-6	-5782557.4792292705	0.0	-316.9973889256518
10884000	-5782880.109406097	-325.50939412186705	-5782554.600011975	30.735821882661153	1993.939041505317	561.5580087521189	110.52541145589704	24.267627997772102	0.15951498621592358	0.3498527686637455	0.33499537486963465	0.1556368702506966	0.033223675815896136	4.547666943975843E-6	4.547666943975842E-6	-5782554.600011975	0.0	-319.0788112537773
10885000	-5782885.081550834	-323.64206356753425	-5782561.439487266	30.549253209402018	1994.1256101785762	553.0463671983597	94.06661070782889	24.988365542692012	0.15946708651074487	0.34999826431987274	0.33500365602673277	0.15553099314264995	0.009721206352585013	4.572600155824575E-6	4.572600155824575E-6	-5782561.439487266	0.0	-317.3551341566
10886000	-5782895.071180471	-327.0886547401788	-5782567.982525731	30.858650742293815	1993.8162126456843	569.0635926635453	86.2631291023204	24.788346469672994	0.15920489373160596	0.35111149914074125	0.3347293494680228	0.1549542576596303	0.009088765257565865	4.5060350417361175E-6	4.506035041736117E-6	-5782567.982525731	0.0	-320.9383063762887
10887000	-5782879.233181897	-325.2166707087587	-5782554.016511188	30.60956430600317	1994.065299081975	557.7817794774776	81.69899705388897	24.606595351192585	0.1594035383541766	0.3504321165482905	0.3345380689943568	0.15562627610317656	0.010161658276208869	4.6237614884065976E-6	4.623761488406597E-6	-5782554.016511188	0.0	-319.1178767026074
10888000	-5782880.556516222	-322.64307333822404	-5782557.913442884	30.136806943107114	1994.538056444871	548.161896574428	91.82911868093021	24.322034181498324	0.1594035383541766	0.3501028203304373	0.33486736521220994	0.15562627610317656	0.033100134268496416	4.706944713854993E-6	4.70694471385499E-6	-5782557.913442884	0.0	-316.3818750639267
10889000	-5782883.752263317	-324.4130065452578	-5782559.339256772	30.112383380313467	1994.5624800076646	553.2116440895362	106.87375310881536	23.394036439111265	0.15937381266541273	0.3499821343571321	0.335017776874279	0.15562627610317656	0.033100134268496416	4.597329792631165E-6	4.597329792631165E-6	-5782559.339256772	0.0	-318.0945762213296
10890000	-5782885.411192586	-323.22070840060803	-5782562.190484185	30.865831433877158	1993.8090319541009	553.420833325068	92.45829699577861	23.394036439111265	0.15984559436651208	0.349924380105396	0.33485372950696024	0.1553762960211321	0.01854569032822718	4.596462478168614E-6	4.5964624781686125E-6	-5782562.190484185	0.0	-317.09083097841767
10891000	-5782874.250889464	-325.134283461809	-5782549.116606003	30.45333914453617	1994.221524243442	557.4144554461577	115.63613390933133	23.65845831198125	0.15958077438523374	0.3503205170622502	0.3347663199327392	0.15533238861977733	0.042092848495763086	4.6134597003217775E-6	4.613459700321776E-6	-5782549.116606003	0.0	-318.6856251274732
10892000	-5782870.546133303	-325.0906507405377	-5782545.455482563	30.74959142765187	1993.9252719603262	561.0223850974334	103.49441885786496	25.036066469741556	0.15964420085631736	0.35035855341645805	0.33470289346165555	0.15529435226556948	0.05288660417942144	4.528700180076439E-6	4.528700180076441E-6	-5782545.455482563	0.0	-318.6198989239225
10893000	-5782888.582876061	-323.2091785562219	-5782565.373697505	30.302148069510306	1994.3727153184677	549.3625675017338	98.32568790693557	24.640607174963172	0.1593029931845103	0.3498260995328268	0.3352678900044127	0.15560301727825065	0.058855551230818065	4.6866883782592475E-6	4.6866883782592475E-6	-5782565.373697505	0.0	-316.79362328795617
10894000	-5782892.490032437	-325.104871215136	-5782567.385161222	30.4710100917091	1994.203853296269	558.2931669249629	112.98074668204566	22.699075198370632	0.15944594522330413	0.34968314749403295	0.3352678900044127	0.15560301727825065	0.013021247878454599	4.596990939365775E-6	4.596990939365772E-6	-5782567.385161222	0.0	-318.8409733308061
10895000	-5782882.932410152	-323.8831537710352	-5782559.049256381	30.88557758878765	1993.7892857991906	557.7036444926006	95.39836874481182	23.35419863879945	0.1592535256953719	0.3498708023508464	0.33537560911139314	0.15550006284238904	0.02662033397602182	4.54156213456541E-6	4.541562134565402E-6	-5782559.049256381	0.0	-317.71683924789494
10896000	-5782877.214347076	-323.69183815496643	-5782553.522508921	30.48980916553766	1994.1850542224404	551.4843051115644	84.95235578300014	23.57687255769534	0.15952643433484423	0.34998012503407977	0.33537560911139314	0.15511783151968334	0.004707122691383084	4.655577096494753E-6	4.655577096494744E-6	-5782553.522508921	0.0	-317.6550312509014
10897000	-5782883.288387222	-324.4204344406176	-5782558.867952782	30.712127213874126	1993.962736174104	556.9910697764027	88.40080280711712	24.65857820171744	0.15946217766915652	0.3499894393001697	0.3350537521627879	0.15549463086788637	0.06850309939153328	4.572737033003075E-6	4.572737033003074E-6	-5782558.867952782	0.0	-318.119279170927
10898000	-5782877.060168685	-324.9760573318696	-5782552.084111353	30.46502424553407	1994.209839142444	555.2421917140458	113.75182915690716	24.522496594454978	0.15946217766915652	0.3500413407321321	0.3350537521627879	0.15544272943592394	0.027807528870269764	4.6171898474550995E-6	4.6171898474551E-6	-5782552.084111353	0.0	-318.48596399717064
10899000	-5782881.762963789	-323.1330134400833	-5782558.629950348	30.61860197595111	1994.056261412027	550.4497176257225	96.42504935914135	24.657797896044578	0.15946217766915652	0.34968923041205113	0.3351333804125808	0.15571521150621198	0.024181469604382912	4.711573754185722E-6	4.711573754185725E-6	-5782558.629950348	0.0	-316.8048470779364
10900000	-5782876.059323692	-325.7542960885344	-5782550.305027603	30.769493940783423	1993.9053694471947	563.4566374472238	86.49665446643496	23.511391693259164	0.15952900738524728	0.3499171250618473	0.33483865604669383	0.15571521150621198	0.024181469604382912	4.5061342546172396E-6	4.506134254617239E-6	-5782550.305027603	0.0	-319.6927030618392
10901000	-5782879.947388898	-323.76575883372846	-5782556.181630064	30.542138749867142	1994.132724638111	553.6430971954561	98.21902325516317	24.449373069335927	0.15984213934986408	0.35018311501928706	0.33483865604669383	0.1551360895841554	0.0033028101312134353	4.6816152475913935E-6	4.681615247591391E-6	-5782556.181630064	0.0	-317.48566881749997
10902000	-5782872.125637252	-326.8300410331514	-5782545.295596219	30.676134974460904	1993.9987284135173	560.9131419943407	126.0337026342258	24.932562762637247	0.15949776342835498	0.35046577792936773	0.33483865604669383	0.15519780259558383	0.0030718944074039412	4.545058844977097E-6	4.545058844977102E-6	-5782545.295596219	0.0	-320.24765993846614
10903000	-5782880.819794911	-325.0156348084266	-5782555.804160102	30.2163723376964	1994.4584910502817	549.9569883612551	75.76744975466916	24.004085644169013	0.15949776342835498	0.3499090136904977	0.3353221759200671	0.1552710469610806	0.041308109433847516	4.671778301198031E-6	4.671778301198033E-6	-5782555.804160102	0.0	-318.98310389846154
10904000	-5782877.592475732	-324.9563349235474	-5782552.636140808	30.277037681573507	1994.3978257064045	554.4247061697827	110.7238926875791	24.325830027941628	0.15971063564259796	0.3499090136904977	0.3351144006574494	0.1552659500094553	0.013519005214802614	4.64004354954851E-6	4.6400435495485105E-6	-5782552.636140808	0.0	-318.54095152678934
10905000	-5782879.539546922	-328.77097513681326	-5782550.768571785	30.499703013419545	1994.1751603745586	549.9459056630575	62.81535759610193	22.98972433211537	0.159226454481287	0.35027872626353795	0.3352288692457201	0.1552659500094553	0.03163276750435921	4.618824836350159E-6	4.618824836350159E-6	-5782550.768571785	0.0	-323.0665187704716
10906000	-5782884.483259397	-325.684772323846	-5782558.798487073	30.830604203527596	1993.8442591844505	564.485220809855	107.60051773107594	25.600169420262937	0.1593292205169864	0.35008625968322266	0.33522172771255015	0.1553627920872411	0.03163276750435921	4.532053266553787E-6	4.532053266553788E-6	-5782558.798487073	0.0	-319.1621397602119
10907000	-5782873.112469704	-323.69582121825806	-5782549.416648486	30.362833530905476	1994.3120298570727	551.6446652655903	101.07325448810131	24.553452390454048	0.15950647573142004	0.34990900446878903	0.33529224524998824	0.155292274549803	0.051306291887085104	4.688051704603124E-6	4.6880517046031215E-6	-5782549.416648486	0.0	-317.27553833599717
10908000	-5782879.964754537	-324.79332789338383	-5782555.171426644	30.40909271472827	1994.2657706732498	558.2815701115493	105.69559880394672	23.170857045878165	0.15944566738440627	0.34964583948209915	0.33529224524998824	0.15561624788350661	0.029532098064635734	4.590322674327007E-6	4.590322674327004E-6	-5782555.171426644	0.0	-318.5223520865501
10909000	-5782882.18414072	-323.49655987625897	-5782558.687580844	30.678523580178478	1993.9963398077996	556.425598579765	92.63942311610063	23.60729525173679	0.15972614973207533	0.3496484159135867	0.3350091864708316	0.15561624788350661	0.00999574537131073	4.598060458203335E-6	4.598060458203335E-6	-5782558.687580844	0.0	-317.3625628415015
10910000	-5782877.5602092715	-324.4182424756496	-5782553.141966796	30.438240210713825	1994.2366231772644	559.1625310717685	101.12201303892019	23.455567568557623	0.159117908692782	0.35038784265643785	0.33521989082334125	0.15527435782743912	0.017851041993912235	4.532971129196722E-6	4.532971129196722E-6	-5782553.141966796	0.0	-318.1974870577529
10911000	-5782878.801207616	-324.8011785530834	-5782554.000029063	30.370644864907536	1994.3042185230706	560.6965698928858	94.74118995938314	23.08952041119984	0.15977184197362737	0.35009014799951405	0.3350202217177776	0.1551177883090812	0.027028699916195064	4.552251380149808E-6	4.552251380149809E-6	-5782554.000029063	0.0	-318.67013681365296
10912000	-5782882.565913134	-323.6512646297678	-5782558.914648505	30.6104693260261	1994.064394061952	550.8454193925942	100.82588903652237	25.010761375903776	0.15977184197362737	0.3502512748038392	0.3347181358352942	0.15525874738723947	0.06275574116529846	4.636960544698698E-6	4.636960544698697E-6	-5782558.914648505	0.0	-317.17100849910247
10913000	-5782877.8919846965	-324.6596249589238	-5782553.232359737	30.546474397472398	1994.1283889905058	554.8182877324261	85.75878198815253	24.90673997748448	0.15977184197362737	0.34980202332380134	0.3351673873153321	0.15525874738723947	0.04482004524705471	4.6237813563164196E-6	4.623781356316417E-6	-5782553.232359737	0.0	-318.4070892154033
10914000	-5782887.3258442525	-322.7103004080223	-5782564.615543844	30.25308130311338	1994.4217820848648	547.3483190834778	94.55238629222684	24.453715535054965	0.15977184197362737	0.34980202332380134	0.3351673873153321	0.15525874738723947	0.018262980764019505	4.643248004109195E-6	4.643248004109195E-6	-5782564.615543844	0.0	-316.43998482057737
10915000	-5782895.645252211	-325.36824712150076	-5782570.277005089	30.073676806203117	1994.601186581775	560.1902118119401	99.21836219509909	25.8324485324184	0.15954022955964808	0.34984221736823484	0.3351608718721408	0.1554566811999765	0.0387853337332506	4.580094077301403E-6	4.580094077301404E-6	-5782570.277005089	0.0	-318.88959181775783
10916000	-5782896.551493008	-325.7166961438155	-5782570.834796864	30.7733782429019	1993.9014851450763	562.9160332644998	98.17772197526116	23.921652167628626	0.15921491044673752	0.35026717913264044	0.3350768908908377	0.15544101952978454	0.034872691971482135	4.4997914587436E-6	4.499791458743598E-6	-5782570.834796864	0.0	-319.45444212213386
10917000	-5782876.733655607	-324.55639847749853	-5782552.17725713	30.769400136838634	1993.9054632511395	558.4073337824512	94.27736812902401	23.698905718731073	0.1593929718842556	0.3500086037517721	0.33485225393685636	0.1557461704271161	0.04168153526147533	4.5927385803123305E-6	4.592738580312329E-6	-5782552.17725713	0.0	-318.3329976759976
10918000	-5782885.439177242	-322.95175599359635	-5782562.487421248	30.54765680513747	1994.1272065828407	547.1309017293835	104.39465150037412	23.839905675142358	0.1593929718842556	0.3501485952707919	0.33500807409658817	0.15545035874836452	0.038020425828137236	4.7028659323529866E-6	4.702865932352985E-6	-5782562.487421248	0.0	-316.5875039201417
10919000	-5782874.940974706	-321.53215523795416	-5782553.408819468	29.891906325107716	1994.7829570628703	537.3730197410961	99.20762465733235	24.725100714635133	0.15947873883635905	0.3500374902606696	0.33492230714448473	0.15556146375848684	0.018176719742997047	4.791644473165106E-6	4.7916444731651035E-6	-5782553.408819468	0.0	-315.1577916906234
10920000	-5782874.925512565	-323.630163709318	-5782551.295348856	30.39441227346443	1994.2804511145137	549.5107441079736	99.94722457634265	24.897101522474294	0.15947873883635905	0.3500374902606696	0.33492230714448473	0.15556146375848684	0.04410598867869549	4.742413270733875E-6	4.742413270733872E-6	-5782551.295348856	0.0	-317.1953392215172
10921000	-5782873.314796491	-324.2780996571473	-5782549.036696834	30.030172679061025	1994.644690708917	553.5143601546534	100.79598127034608	24.76748899477588	0.15955612806474204	0.34992749582556765	0.3349549123512037	0.15556146375848684	0.04410598867869549	4.674937641742631E-6	4.674937641742628E-6	-5782549.036696834	0.0	-317.85740105595056
10922000	-5782869.258321085	-321.4042077360354	-5782547.854113349	29.71329649351012	1994.961566894468	535.9161188614827	102.78461362338489	24.250003785014123	0.15955612806474204	0.3500786443790866	0.33484122652272164	0.15552400103345002	0.03491306031756831	4.762133560248868E-6	4.762133560248865E-6	-5782547.854113349	0.0	-315.0058605295991
10923000	-5782874.478066111	-327.3860896110257	-5782547.0919765	30.355300176047788	1994.3195632119302	550.5375697432592	67.82244521279158	24.10372630564818	0.15948691781743898	0.3500786443790866	0.33491259293510256	0.15552184486837217	0.05940283042579512	4.635528998123478E-6	4.635528998123479E-6	-5782547.0919765	0.0	-321.4304959679299
10924000	-5782889.371831361	-323.4819905531624	-5782565.889840808	29.958331358584253	1994.7165320293939	549.8144872492545	97.87049791096658	23.33095656193096	0.15970280646538879	0.3499538512129047	0.33491259293510256	0.1554307493866043	0.05758070531538917	4.7569303576899E-6	4.756930357689901E-6	-5782565.889840808	0.0	-317.19771926342145
10925000	-5782883.355993053	-323.2318207011735	-5782560.124172351	30.770894319479343	1993.9039690684988	549.2526677805107	92.49597734484402	24.97881817922865	0.15955880254020188	0.3499538512129047	0.334796891044951	0.1556904552019428	0.04791032407803211	4.689027170532562E-6	4.689027170532565E-6	-5782560.124172351	0.0	-316.8717697088385
10926000	-5782871.547175493	-324.2449601127782	-5782547.302215381	29.873571966303984	1994.8012914216743	550.7013273251774	107.41393267268832	24.37188090731327	0.15956901306410223	0.3499538512129047	0.334796891044951	0.15568024467804245	0.04656238298797227	4.721431379010668E-6	4.721431379010668E-6	-5782547.302215381	0.0	-317.78048329982806
10927000	-5782874.2342456225	-322.91569708526737	-5782551.318548537	29.960015385951962	1994.7148480020262	546.2560250916475	96.36187334146564	25.16574827041911	0.15944193825711442	0.35058094214263397	0.3346790606314095	0.15529805896884247	0.03714895928554146	4.7090395377117346E-6	4.709039537711737E-6	-5782551.318548537	0.0	-316.50947962294015
10928000	-5782893.269332775	-325.27044318962606	-5782567.998889585	29.986396260834688	1994.6884671271434	546.7241565681215	123.53794830171718	27.244987590254173	0.1597336045487475	0.34983576649031306	0.33515851778219763	0.15527211117874218	0.029997206026458084	4.684362086612144E-6	4.684362086612144E-6	-5782567.998889585	0.0	-318.411758377999
10929000	-5782886.722393859	-323.5607559352648	-5782563.161637924	30.20286405810968	1994.4719993298684	551.7135829231605	101.74900503040489	24.331857744603717	0.1597336045487475	0.34983576649031306	0.33515851778219763	0.15527211117874218	0.028675455704208867	4.733080222736024E-6	4.733080222736027E-6	-5782563.161637924	0.0	-317.1954693543497
10930000	-5782880.080742183	-324.356580179247	-5782555.724162004	30.45725158442818	1994.21761180355	554.5865436993776	87.90955433896502	22.988700577408085	0.15959458656879827	0.35007466728890496	0.3350586349635549	0.15527211117874218	0.029424101399000306	4.576250166326018E-6	4.5762501663260175E-6	-5782555.724162004	0.0	-318.304613380557
10931000	-5782896.331764798	-323.3409296405527	-5782572.990835157	30.01200692563124	1994.6628564623468	544.960266362679	82.68847578595961	24.64493658703459	0.1592641263728931	0.3501997644236599	0.3349335378288	0.15560257137464734	0.06359909959542256	4.667191262952174E-6	4.667191262952177E-6	-5782572.990835157	0.0	-317.1022255689184
10932000	-5782872.6804691525	-324.62086350707995	-5782548.059605645	30.13047764028145	1994.5443857476967	555.3641940062442	90.82956128849189	23.757700431470624	0.1595739917669054	0.3500693322182955	0.33494623786355976	0.15541043815123967	0.03550567684135072	4.65437936553347E-6	4.654379365533466E-6	-5782548.059605645	0.0	-318.4351489858243
10933000	-5782877.704151079	-323.8764329484748	-5782553.82771813	30.136242741735725	1994.5386206462424	551.5971643974839	93.87933180999524	26.066373508498895	0.15929579302274913	0.3501458089347788	0.3348395855669932	0.15571881247547917	0.020657662660847998	4.639687420651998E-6	4.639687420651998E-6	-5782553.82771813	0.0	-317.45841179138046
10934000	-5782876.1961848615	-325.00067819978176	-5782551.195506662	30.192407078411996	1994.482456309566	553.8506269207757	116.39296920031165	24.51148106581799	0.15952288556028305	0.3501541321792429	0.33500336134879954	0.1553196209116748	0.008192541284403429	4.5980332936548634E-6	4.598033293654862E-6	-5782551.195506662	0.0	-318.52616654092185
10935000	-5782886.105681195	-322.5807895392464	-5782563.524891656	30.593420191703007	1994.0814431962751	543.6725438524351	80.13728697098583	24.811149792573023	0.15952288556028305	0.3501541321792429	0.33499653064259827	0.15532645161787612	0.03721225522272022	4.681741179924866E-6	4.681741179924865E-6	-5782563.524891656	0.0	-316.4097569832581
10936000	-5782877.481167402	-324.35206300456787	-5782553.129104397	30.06750591484044	1994.6073574731377	555.7674734713997	101.18589097908723	23.265360231351597	0.15937596360461934	0.35014822792206884	0.3349451734183016	0.15553063505501052	0.02444158331909114	4.581643767888436E-6	4.5816437678884354E-6	-5782553.129104397	0.0	-318.12838644935675
10937000	-5782878.229653659	-325.74734945820967	-5782552.482304201	30.940288646700424	1993.7345747412778	561.3427054877333	113.61997666681253	24.5050949727198	0.1591332296302126	0.35043559035362026	0.33475687982802776	0.15567430018813966	0.011113042808424045	4.500419541193877E-6	4.500419541193878E-6	-5782552.482304201	0.0	-319.3119534070998
10938000	-5782881.897825726	-325.1433877905802	-5782556.754437936	30.703748404496682	1993.9711149834814	559.3028144935524	96.83921852049531	23.34173688984189	0.1595574572078595	0.35043559035362026	0.3346097804222845	0.15539717201623598	0.050430336612539456	4.590648424404161E-6	4.5906484244041584E-6	-5782556.754437936	0.0	-318.9103269780777
10939000	-5782881.912362636	-324.23032876076053	-5782557.682033875	30.344046136480348	1994.3308172514978	554.4827952807022	95.9838192189136	24.16114922349851	0.15956505267194956	0.35026949661214585	0.3347682786996689	0.15539717201623598	0.050430336612539456	4.525107584578496E-6	4.5251075845784935E-6	-5782557.682033875	0.0	-317.92754251906297
10940000	-5782880.006444958	-327.5789318635365	-5782552.427513095	30.09370931940446	1994.5811540685736	554.1244759077359	69.74060525371361	25.240152507675614	0.15925803241101444	0.35050180500730643	0.3348110340159362	0.15542912856574326	0.05184845491004253	4.635302831607969E-6	4.635302831607971E-6	-5782552.427513095	0.0	-321.50082720858984
10941000	-5782891.012722339	-324.44097586361863	-5782566.571746475	30.075136685596547	1994.5997267023815	553.7638268819185	105.49939933633951	25.065435978564107	0.1594112353992135	0.35050180500730643	0.33497184022353715	0.1551151193699432	0.0417221995714986	4.6405645480966336E-6	4.64056454809663E-6	-5782566.571746475	0.0	-317.94979980010766
10942000	-5782879.965053777	-324.11729411708626	-5782555.84775966	29.978832813894165	1994.696030574084	549.0711931631937	109.36937322887078	25.065435978564107	0.1594112353992135	0.3505709183670888	0.3345951214298915	0.15542272480380648	0.050642261159943566	4.69529012518593E-6	4.695290125185931E-6	-5782555.84775966	0.0	-317.5582930431132
10943000	-5782881.14376373	-322.42689963609564	-5782558.716864094	29.90247036985557	1994.7723930181226	543.921319533928	90.0670558159343	23.924543134105583	0.1597986707144047	0.34998313831253597	0.33472576781098945	0.15549242316207018	0.03284556697371193	4.6748076235903065E-6	4.674807623590306E-6	-5782558.716864094	0.0	-316.22640898861215
