# BEAST v10.5.0
# Generated Wed Aug 19 09:03:02 EEST 2026 [seed=1787118699297]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	age(SAMEA7472536_ERR4920658)	age(SAMEA6797401_ERR4056630)	age(SAMEA6797389_ERR4056585)	age(SAMEA6647237_ERR4028006)	treeLikelihood	branchRates	coalescent
218000	-8964485.24871487	-427.1580665595147	-8964058.09064831	290.61499700723977	1733.0397975133083	5326.762062299567	1197.481849864876	5.096550154513658	0.15591108102101314	0.3520664363363992	0.33243052089638125	0.1595919617462061	0.020655347010798818	2.589618122192444E-5	2.5896181221924437E-5	6.250813325224618	8.651418681578434	8.289638876622565	8.65250803842141	-8964058.09064831	0.0	-420.3727794636839
219000	-8964466.555278014	-428.9267467897845	-8964037.628531225	291.40691064594483	1732.247883874603	5360.997302435814	932.5516372887189	5.096550154513658	0.15591108102101314	0.35195306353378875	0.33243052089638125	0.15970533454881658	0.014661315860619788	2.557032916391012E-5	2.5570329163910126E-5	6.520112877460834	8.651418681578434	8.640742718365232	8.65250803842141	-8964037.628531225	0.0	-422.6785745513318
220000	-8964447.0520594	-428.5780344226483	-8964018.474024978	292.05360406590466	1731.6011904546433	5368.050321615496	959.7530641711551	5.096550154513658	0.15591108102101314	0.35195306353378875	0.33243052089638125	0.15970533454881658	0.024838504678359824	2.557032916391012E-5	2.5570329163910102E-5	6.188972578820165	8.651418681578434	8.644900517613145	8.65250803842141	-8964018.474024978	0.0	-422.2540606578646
221000	-8964415.666145269	-428.3349862442435	-8963987.331159025	293.68912549242185	1729.965669028126	5401.5742807110155	1329.3663477437178	5.060558761201022	0.15582156140520134	0.3517353457328917	0.33287544715384004	0.1595676457080666	0.02008500426821743	2.5508876183704546E-5	2.5508876183704553E-5	6.555424313063207	8.651418681578434	8.266013494765346	8.65250803842141	-8963987.331159025	0.0	-421.33916282465157
222000	-8964388.068064418	-428.0603675004946	-8963960.007696917	294.59470397002826	1729.0600905505198	5420.061808751507	1175.017640598125	5.1111488602262884	0.15582156140520134	0.3517353457328917	0.33287544715384004	0.1595676457080666	0.014750491272455155	2.5200558571271148E-5	2.520055857127117E-5	6.822737546617295	8.651418681578434	7.965141899899204	8.65250803842141	-8963960.007696917	0.0	-421.3479102276518
223000	-8964343.072717888	-428.89042658453036	-8963914.182291303	298.1555352243457	1725.4992592962021	5480.241464961251	1071.4180376436227	5.1111488602262884	0.15582156140520134	0.3517353457328917	0.33287544715384004	0.1595676457080666	0.020489761376186008	2.5108270390480663E-5	2.510827039048066E-5	6.2401704093823005	8.651418681578434	8.550971262596132	8.65250803842141	-8963914.182291303	0.0	-422.3686428027439
224000	-8964329.992308473	-429.37741742366995	-8963900.61489105	298.39120764498915	1725.2635868755588	5501.548927219052	1040.5389699271127	5.1111488602262884	0.15582156140520134	0.3517353457328917	0.33287544715384004	0.1595676457080666	0.027152344334647242	2.5093436605937366E-5	2.5093436605937353E-5	6.6904216442997715	8.651418681578434	8.239614909480474	8.65250803842141	-8963900.61489105	0.0	-422.90418487547674
225000	-8964288.295904504	-429.79762354798663	-8963858.498280955	300.9142018149864	1722.7405927055615	5534.356562848319	1383.8257282493128	5.0669497801082315	0.15582156140520134	0.3517353457328917	0.33287544715384004	0.1595676457080666	0.01913909470000332	2.4744492232967543E-5	2.474449223296755E-5	6.2646836342949115	8.651418681578434	8.621522167655918	8.65250803842141	-8963858.498280955	0.0	-422.73555601940456
226000	-8964267.343870316	-429.75775859863796	-8963837.586111717	303.5416503596692	1720.1131441608788	5563.182707939566	1333.5441834937913	5.089421600748436	0.15576178870760388	0.3517353457328917	0.33293521985143754	0.1595676457080666	0.023158559392811397	2.462889121290104E-5	2.4628891212901033E-5	6.155235507982082	8.651418681578434	8.600540990651005	8.65250803842141	-8963837.586111717	0.0	-422.773582019783
227000	-8964262.782233676	-432.04765091684567	-8963830.73458276	303.88106087137345	1719.7737336491746	5579.560046728979	1637.6490054860592	5.103930852470635	0.15576178870760388	0.3517353457328917	0.33293521985143754	0.1595676457080666	0.017489965528306207	2.462889121290104E-5	2.4628891212901056E-5	6.632632239833858	8.651418681578434	8.230816115838596	8.65250803842141	-8963830.73458276	0.0	-424.56256499586925
228000	-8964240.690491641	-430.5727947823604	-8963810.117696859	306.1143323428101	1717.540462177738	5634.347487887094	1363.886813498747	5.103930852470635	0.15576178870760388	0.3517353457328917	0.33293521985143754	0.1595676457080666	0.01591041158036625	2.4438025353630798E-5	2.4438025353630784E-5	5.710903872934019	8.651418681578434	8.26957363581035	8.642582390190551	-8963810.117696859	0.0	-423.55587203118625
229000	-8964186.966676975	-430.91356865604666	-8963756.053108318	308.91022046930084	1714.7445740512471	5660.835591419956	1060.8263338050695	5.103930852470635	0.15576178870760388	0.35179612298164986	0.3328744426026794	0.1595676457080666	0.02259900722088347	2.4235119849956288E-5	2.42351198499563E-5	6.71617584750921	8.651418681578434	8.296003749295489	8.642582390190551	-8963756.053108318	0.0	-424.44438345496485
230000	-8964177.270022862	-431.7331740987042	-8963745.536848763	310.50919976189414	1713.1455947586537	5709.626751241956	1477.857226787079	5.103930852470635	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.01638334248174122	2.4005598409894934E-5	2.4005598409894954E-5	6.928470882931177	8.651418681578434	7.873235440174868	8.642582390190551	-8963745.536848763	0.0	-424.5373527900293
231000	-8964161.782131046	-431.743465011709	-8963730.038666034	312.12916097825337	1711.5256335422946	5721.681956648094	1466.359405806576	5.077945891997966	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.02365346006936271	2.4044836239556214E-5	2.4044836239556194E-5	6.96897241314886	8.651418681578434	8.109234600262052	8.642582390190551	-8963730.038666034	0.0	-424.55928191654743
232000	-8964138.454204626	-431.4106307691006	-8963707.043573856	312.239329103382	1711.415465417166	5746.535475009475	1362.6996357966868	5.0646309601441475	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.012398270794293054	2.3803539456875613E-5	2.3803539456875603E-5	6.995545026706212	8.651418681578434	8.383717076345452	8.642582390190551	-8963707.043573856	0.0	-424.4375320747654
233000	-8964105.820513649	-431.70223097765916	-8963674.118282672	315.653523171503	1708.001271349045	5800.022700333853	1194.1273965881887	5.0646309601441475	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.013080840686252402	2.368206404915398E-5	2.3682064049153982E-5	5.942058407287752	8.651418681578434	8.348645689488556	8.642582390190551	-8963674.118282672	0.0	-425.0348812575113
234000	-8964073.613045482	-431.98133383301854	-8963641.631711649	317.8254115804713	1705.8293829400766	5827.0268169481515	1340.5022488751083	5.110151031776419	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.006697687365152277	2.3578075503680558E-5	2.357807550368057E-5	6.444066265246017	8.651418681578434	8.348645689488556	8.642582390190551	-8963641.631711649	0.0	-425.05681504297746
235000	-8964035.638797997	-432.84131836950945	-8963602.797479628	318.4947824540349	1705.160012066513	5857.169957445594	1086.3980094860385	5.110151031776419	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.0035095208446846472	2.3364308642118792E-5	2.3364308642118795E-5	5.9349521375186916	8.608200143101442	8.61303465821847	8.642582390190551	-8963602.797479628	0.0	-426.394921709552
236000	-8964014.300447827	-432.8151109435885	-8963581.485336883	320.2733926211487	1703.3814018993994	5911.317611901837	1228.5972525769146	5.110151031776419	0.15576178870760388	0.35179612298164986	0.33251941468559554	0.15992267362515045	0.003743390560995981	2.3356557643345655E-5	2.3356557643345652E-5	5.934278628209476	8.608200143101442	8.545365025573492	8.642582390190551	-8963581.485336883	0.0	-426.1067125789928
237000	-8963996.416249443	-432.8941452434524	-8963563.5221042	320.12045380682315	1703.5343407137248	5917.097468002622	1193.671879124241	5.110151031776419	0.15577823954726827	0.3517690415479571	0.33251941468559554	0.1599333042191788	0.005412196685400633	2.3327891361026265E-5	2.332789136102627E-5	5.73199876144973	8.614597209877502	8.545365025573492	8.642582390190551	-8963563.5221042	0.0	-426.24728201447243
238000	-8963981.227586843	-433.51326221743875	-8963547.714324625	321.8164682010274	1701.8383263195205	5930.2864983917825	1483.067495737413	5.085724981399069	0.15577823954726827	0.35174434690601497	0.33254410932753764	0.1599333042191788	0.018098461317039165	2.331152874542347E-5	2.331152874542348E-5	6.687702276885814	8.614597209877502	8.647674343670225	8.642582390190551	-8963547.714324625	0.0	-426.3427426244884
239000	-8963960.470238063	-433.0654219139495	-8963527.404816149	324.0136777080732	1699.6411168124748	5952.271497518293	1248.2382232607752	5.085724981399069	0.15577823954726827	0.35174434690601497	0.33254410932753764	0.1599333042191788	0.010880860608875505	2.3077198784695077E-5	2.307719878469507E-5	6.274627502437204	8.614597209877502	8.647674343670225	8.642582390190551	-8963527.404816149	0.0	-426.3241578241194
240000	-8963937.151055383	-433.63497536881164	-8963503.516080014	326.1038997203532	1697.5508948001948	5998.369702323394	1391.205314889226	5.085724981399069	0.15577823954726827	0.35174434690601497	0.33254410932753764	0.1599333042191788	0.011105800018555035	2.296822664008137E-5	2.2968226640081384E-5	6.867962517234307	8.614597209877502	8.391801695553536	8.642582390190551	-8963503.516080014	0.0	-426.647779244557
241000	-8963913.69104224	-434.2532781579271	-8963479.437764082	329.50984588702187	1694.1449486335262	6064.107358057322	1397.9363526784548	5.085724981399069	0.15577823954726827	0.35174434690601497	0.33254410932753764	0.1599333042191788	0.011124459227433454	2.2571147096615353E-5	2.2571147096615366E-5	6.409512246596289	8.636598094271944	8.585757663125658	8.650268616165238	-8963479.437764082	0.0	-427.2695594653554
242000	-8963896.709590388	-434.9738221023693	-8963461.735768287	330.2759741354034	1693.3788203851445	6090.919152161782	1512.8557441553228	5.112120975739914	0.15600782515280534	0.3518118614428127	0.33254410932753764	0.15963620407684403	0.012335828448098662	2.269933025983828E-5	2.2699330259838294E-5	6.977934721290579	8.636598094271944	8.585757663125658	8.650268616165238	-8963461.735768287	0.0	-427.78456586009037
243000	-8963876.203941524	-434.535865977593	-8963441.668075547	329.9435565368335	1693.7112379837145	6080.489389299581	1451.5149961973239	5.084242348333428	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.007464238827098393	2.251492537031827E-5	2.251492537031826E-5	6.565349071481277	8.636598094271944	8.585757663125658	8.650268616165238	-8963441.668075547	0.0	-427.47129241030996
244000	-8963873.589304887	-434.90067501445435	-8963438.688629873	331.5259684756798	1692.1288260448682	6102.199706347909	1494.5997983884295	5.084242348333428	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.018566667971476963	2.2409718976972364E-5	2.2409718976972368E-5	6.604972845738628	8.636598094271944	8.585757663125658	8.650268616165238	-8963438.688629873	0.0	-427.7458674903111
245000	-8963851.472336667	-434.624162341615	-8963416.848174324	331.7832445053584	1691.8715500151895	6115.000169889351	1275.6103060665462	5.084242348333428	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.011284452302251044	2.2409718976972364E-5	2.2409718976972388E-5	6.465853555597272	8.636598094271944	8.474342212516676	8.650268616165238	-8963416.848174324	0.0	-427.8619449362852
246000	-8963852.056069726	-435.00843608964027	-8963417.047633637	333.3643939985519	1690.2904005219962	6126.926415066748	1195.092993941354	5.084242348333428	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.020548640446259984	2.2409718976972364E-5	2.2409718976972347E-5	7.048719332104333	8.636598094271944	7.430169694832808	8.650268616165238	-8963417.047633637	0.0	-428.3740501029683
247000	-8963854.92924288	-434.8738988810384	-8963420.055343999	333.6106479245044	1690.0441465960434	6130.614965701293	1405.575029598547	5.074544115244819	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.016899903544587428	2.2432210120947248E-5	2.243221012094725E-5	7.006117816690153	8.651372950061162	7.021898954158642	8.650268616165238	-8963420.055343999	0.0	-427.87652017100913
248000	-8963829.622778816	-435.13536594519604	-8963394.487412872	334.6375864978431	1689.0172080227048	6145.8826812169045	1471.1664674980866	5.089928865981082	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.008604158003263895	2.237281945170512E-5	2.23728194517051E-5	7.142422430160533	8.651372950061162	8.629725886446101	8.650268616165238	-8963394.487412872	0.0	-428.0417760165667
249000	-8963822.674120285	-435.2577093534823	-8963387.41641093	334.4377819247279	1689.21701259582	6159.267789432843	1480.4201294174943	5.089928865981082	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.011743128963351522	2.237281945170512E-5	2.2372819451705136E-5	5.862659199489037	8.651372950061162	8.440664943191095	8.650268616165238	-8963387.41641093	0.0	-428.143112076551
250000	-8963793.743735457	-436.5553311037472	-8963357.188404353	338.3424572735718	1685.312337246976	6229.25540366752	1610.7220812811056	5.089928865981082	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.022193907976837884	2.205309443266225E-5	2.205309443266225E-5	6.7685717552616085	8.651372950061162	7.6976444071813575	8.650268616165238	-8963357.188404353	0.0	-429.21853023384114
251000	-8963784.678359527	-435.7411823580637	-8963348.937177168	339.7729361240243	1683.8818583965237	6244.664959100619	1333.413144189425	5.089928865981082	0.15581952913576494	0.3518118614428127	0.33273240534457804	0.15963620407684403	0.013073310205863749	2.199622700609686E-5	2.199622700609687E-5	6.362917640514879	8.651372950061162	8.590987019521322	8.650268616165238	-8963348.937177168	0.0	-428.89122495467274
252000	-8963778.354783962	-435.8875797831368	-8963342.467204178	338.63692295209756	1685.0178715684503	6247.653451096179	1268.1508828947226	5.089928865981082	0.1558292128669863	0.3518118614428127	0.33273240534457804	0.15962652034562266	0.00943114854106475	2.2011858461892877E-5	2.201185846189288E-5	6.92054456499121	8.641567115806488	8.590240562675	8.650268616165238	-8963342.467204178	0.0	-429.16002150513555
253000	-8963747.609106453	-436.3275340509809	-8963311.281572402	340.9319543980115	1682.7228401225366	6289.8107005519405	1474.9439118020155	5.072853569873003	0.1558292128669863	0.3518118614428127	0.33273240534457804	0.15962652034562266	0.004849690729330071	2.173995225382076E-5	2.1739952253820762E-5	5.9018964782439385	8.641567115806488	7.861643157073833	8.650268616165238	-8963311.281572402	0.0	-429.2665019757534
254000	-8963746.612594768	-436.8264184432893	-8963309.786176326	342.7277457764707	1680.9270487440772	6294.959355637785	1595.6724806367133	5.063020087001923	0.1558292128669863	0.3518118614428127	0.33273240534457804	0.15962652034562266	0.0032327985099672076	2.1776617562555445E-5	2.1776617562555452E-5	5.710946265248639	8.645616144919472	8.638971035313238	8.625250891690271	-8963309.786176326	0.0	-429.5712326767214
255000	-8963709.130574444	-436.8057513112449	-8963272.324823134	345.844992046765	1677.8098024737828	6372.828366178534	1406.2600570495565	5.063020087001923	0.1558292128669863	0.3519373085178418	0.33260695826954895	0.15962652034562266	0.0030190642081284274	2.1583654182314307E-5	2.1583654182314317E-5	5.776515320660833	8.645616144919472	8.054237294535922	8.61598514997661	-8963272.324823134	0.0	-429.8767719516913
256000	-8963694.69832384	-437.03893833681883	-8963257.659385504	348.20191811284997	1675.452876407698	6392.369607853722	1276.760891648825	5.063020087001923	0.1558292128669863	0.3519373085178418	0.33260695826954895	0.15962652034562266	0.003720532839289241	2.147821923881928E-5	2.147821923881928E-5	7.142414736274235	8.645616144919472	8.19396597782946	8.61598514997661	-8963257.659385504	0.0	-430.33879750713197
257000	-8963657.814977953	-437.66996930308466	-8963220.14500865	352.5602583594774	1671.0945361610707	6473.498678299734	1390.5384952874424	5.063020087001923	0.1558292128669863	0.3519373085178418	0.33260695826954895	0.15962652034562266	0.005810447242234111	2.1283484501749314E-5	2.1283484501749314E-5	6.593431871551778	8.645616144919472	7.8785024478127585	8.61598514997661	-8963220.14500865	0.0	-430.7769695775739
258000	-8963629.984546008	-438.3288431002727	-8963191.655702908	353.5858116663909	1670.0689828541572	6513.57772949404	1560.7482111787244	5.063020087001923	0.1558292128669863	0.3519373085178418	0.33260695826954895	0.15962652034562266	0.005445898460452767	2.1002345166936604E-5	2.1002345166936594E-5	6.270544009786271	8.645616144919472	8.503570297774724	8.640066080461548	-8963191.655702908	0.0	-431.16171690854344
259000	-8963612.645760136	-438.8015331427053	-8963173.844226994	355.0919987528897	1668.5627957676584	6551.871283196096	1591.6638925163852	5.117542617428417	0.15609703099049363	0.3516694903943344	0.33260695826954895	0.15962652034562266	0.008986872947997732	2.0960971272912185E-5	2.0960971272912185E-5	6.787301960448978	8.645616144919472	8.29444829003925	8.640066080461548	-8963173.844226994	0.0	-431.56518642477585
260000	-8963597.026531696	-438.7805372374207	-8963158.245994458	357.5321508507138	1666.1226436698341	6586.069963445761	1336.612720220021	5.0860615475543565	0.15609703099049363	0.3516694903943344	0.33296825846981326	0.15926522014535835	0.01973544218359388	2.0818085660375612E-5	2.081808566037561E-5	6.307046795283194	8.645616144919472	7.838521793199418	8.640066080461548	-8963158.245994458	0.0	-431.9671155347434
261000	-8963572.766429428	-438.8444512165393	-8963133.921978211	355.498272547321	1668.156521973227	6583.716641694609	1541.0271039802722	5.0860615475543565	0.15609703099049363	0.35139195660069084	0.33269929891875644	0.15981171349005877	0.016254412368732173	2.0747631526071126E-5	2.0747631526071116E-5	7.028682296712288	8.645616144919472	8.540476572892931	8.640066080461548	-8963133.921978211	0.0	-431.6934381066709
262000	-8963564.675692242	-439.2772826852745	-8963125.398409557	361.6255410742613	1662.0292534462867	6662.775026559296	1386.8008712077556	5.0860615475543565	0.15609703099049363	0.35139195660069084	0.33269929891875644	0.15981171349005877	0.023620589778291002	2.0571577643625024E-5	2.057157764362502E-5	6.230653974093112	8.645212554618702	7.507900125381603	8.640066080461548	-8963125.398409557	0.0	-432.3808694902399
263000	-8963539.779185902	-439.4776859849567	-8963100.301499918	361.7045585355833	1661.9502359849646	6683.068241447555	1390.5876414499676	5.0860615475543565	0.15609703099049363	0.35139195660069084	0.3327458544039602	0.15976515800485502	0.020874402157147202	2.0571577643625024E-5	2.0571577643625027E-5	6.968646749101938	8.624666969272827	7.9567259939042385	8.640066080461548	-8963100.301499918	0.0	-432.58135736556784
264000	-8963517.126980169	-439.8286125907903	-8963077.298367579	362.76904138375653	1660.8857531367914	6702.871716753693	1577.8932636621712	5.073344440195737	0.15573814136812672	0.35190128699698403	0.3327458544039602	0.1596147172309287	0.012406864393630852	2.048050947524943E-5	2.0480509475249437E-5	5.856181364419942	8.624666969272827	8.15115411065196	8.640066080461548	-8963077.298367579	0.0	-432.6430817700234
265000	-8963508.119982386	-439.6187867492526	-8963068.501195638	363.06370035176013	1660.5910941687878	6702.426057383025	1367.596866900106	5.073344440195737	0.15573814136812672	0.35190128699698403	0.3327458544039602	0.1596147172309287	0.017831979473029676	2.0461310106275893E-5	2.046131010627589E-5	6.340484262550005	8.617358650838863	8.57719780559059	8.641970196420878	-8963068.501195638	0.0	-432.7761680590711
266000	-8963495.82355354	-440.3113299282659	-8963055.51222361	365.413810365431	1658.240984155117	6737.983859738635	1275.4079945778137	5.100926180305118	0.15573814136812672	0.35190128699698403	0.3327458544039602	0.1596147172309287	0.0075888598207408614	2.0416526790873963E-5	2.0416526790873976E-5	6.163986020694097	8.616811404410548	8.515042592239222	8.641970196420878	-8963055.51222361	0.0	-433.64682428972264
267000	-8963493.903510626	-440.0926005695933	-8963053.810910057	365.361898339719	1658.2928961808288	6755.17685166993	1522.7322182980836	5.100926180305118	0.15573814136812672	0.35190128699698403	0.3327458544039602	0.1596147172309287	0.005149064171637315	2.0342725293363687E-5	2.0342725293363694E-5	6.050742217131399	8.616811404410548	8.106993617451261	8.624111597886879	-8963053.810910057	0.0	-433.0118198213346
268000	-8963482.702733627	-441.5167352572222	-8963041.185998369	366.4638977335689	1657.190896786979	6787.04845908804	1813.5269604457192	5.100704674827756	0.15573814136812672	0.3516319574905953	0.3327458544039602	0.15988404673731746	0.012016257875291828	2.0342725293363687E-5	2.0342725293363698E-5	6.413272656043018	8.616811404410548	8.42328561645133	8.624111597886879	-8963041.185998369	0.0	-433.95859889939715
269000	-8963477.16869746	-441.3500211134983	-8963035.818676347	369.9871291784321	1653.667665342116	6843.675778438272	1719.580306690873	5.100704674827756	0.15592970675765996	0.3516319574905953	0.33272543528089765	0.15971290047084674	0.006568117406380373	2.0235715533344667E-5	2.023571553334466E-5	5.75054480494742	8.616811404410548	8.50742862371649	8.624111597886879	-8963035.818676347	0.0	-433.9562397029059
270000	-8963422.609930439	-441.85699966307914	-8962980.752930775	372.5356370323232	1651.1191574882248	6866.093049983613	1793.5328887546154	5.100704674827756	0.15592970675765996	0.35150860589836946	0.33272543528089765	0.15983625206307256	0.008132344804467099	1.9997448802093744E-5	1.9997448802093733E-5	6.243131451884204	8.616811404410548	8.056563406062262	8.624111597886879	-8962980.752930775	0.0	-434.352811901879
271000	-8963416.370861486	-441.08062801107764	-8962975.290233474	371.9037067211518	1651.7510877993961	6875.826563621836	1399.0446512072558	5.080566764566526	0.1558489435478487	0.35150860589836946	0.33272543528089765	0.15991701527288382	0.019766287142567538	1.9989208273783502E-5	1.99892082737835E-5	6.953921793290125	8.616811404410548	7.36045184567509	8.625252457006496	-8962975.290233474	0.0	-434.2021306622046
272000	-8963403.608278938	-441.39700546505503	-8962962.211273473	374.5168779308107	1649.1379165897372	6925.893226082139	1514.0795333757812	5.080566764566526	0.1558489435478487	0.35187767907335277	0.33235636210591435	0.15991701527288382	0.012829411739692445	1.9854692591379162E-5	1.9854692591379155E-5	6.951765377022206	8.616811404410548	8.110418550863045	8.625252457006496	-8962962.211273473	0.0	-434.34534244007676
273000	-8963385.299813977	-441.7804591945519	-8962943.519354781	377.8325764528492	1645.8222180676987	6978.827154148118	1528.5556035636857	5.080566764566526	0.1558489435478487	0.35187767907335277	0.33235636210591435	0.15991701527288382	0.02275414209896246	1.972103711600418E-5	1.972103711600416E-5	6.119000913951847	8.616811404410548	8.567434377533779	8.625252457006496	-8962943.519354781	0.0	-434.6920305146475
274000	-8963367.559859222	-444.7803860211238	-8962922.7794732	378.635189251609	1645.019605268939	6990.907409637429	2107.227769214805	5.080566764566526	0.1558489435478487	0.35187767907335277	0.33235636210591435	0.15991701527288382	0.01809733782508773	1.9664459915667318E-5	1.966445991566731E-5	6.074263029497309	8.616811404410548	8.003304292126701	8.61172819426612	-8962922.7794732	0.0	-436.804328378622
275000	-8963346.701582763	-443.09519132539396	-8962903.606391437	380.7436847885696	1642.9111097319783	7015.0427708828065	1244.17155113992	5.080566764566526	0.1560499861940466	0.35187767907335277	0.33235636210591435	0.1597159726266859	0.008918733676373433	1.9548883934247158E-5	1.9548883934247155E-5	6.432266950409143	8.616811404410548	8.609993848674243	8.622224505274877	-8962903.606391437	0.0	-436.53193030585044
276000	-8963333.975939542	-442.3809182101653	-8962891.595021332	382.2162087804357	1641.4385857401123	7038.3202702236695	1643.0945297331846	5.080566764566526	0.1559290878183357	0.35195600775916597	0.33239893179581204	0.1597159726266859	0.012766180585347939	1.951795233820001E-5	1.9517952338200012E-5	6.873680249341858	8.616811404410548	8.580153129387014	8.622224505274877	-8962891.595021332	0.0	-435.1354167301562
277000	-8963323.380442968	-442.7393809913154	-8962880.641061977	383.12540611634364	1640.5293884042044	7059.839170337763	1702.5894474871372	5.080566764566526	0.1559290878183357	0.35195600775916597	0.33239893179581204	0.1597159726266859	0.017008268271323176	1.936349759069506E-5	1.9363497590695062E-5	7.09082830569341	8.616811404410548	7.25027710484814	8.622224505274877	-8962880.641061977	0.0	-435.3965363214252
278000	-8963299.176758122	-442.7283967163941	-8962856.448361406	383.9044683417771	1639.7503261787708	7097.10542732078	1582.449839899637	5.099601721398188	0.1559290878183357	0.35195600775916597	0.33239893179581204	0.1597159726266859	0.017192205262471744	1.936349759069506E-5	1.9363497590695065E-5	6.443538362896616	8.616811404410548	7.895824274629423	8.622224505274877	-8962856.448361406	0.0	-435.57509653499886
279000	-8963283.658506732	-443.0812954302007	-8962840.577211302	386.66336965448755	1636.9914248660605	7151.147666276497	1516.9285204194357	5.099601721398188	0.1559290878183357	0.35195600775916597	0.33239893179581204	0.1597159726266859	0.01703200353721861	1.9218377526198865E-5	1.9218377526198872E-5	6.313663108701287	8.616811404410548	8.309116507957995	8.622224505274877	-8962840.577211302	0.0	-436.04362690300627
280000	-8963276.64209367	-443.65266956448806	-8962832.989424106	388.50649342807543	1635.1483010924726	7167.423959950652	1363.569284311501	5.099601721398188	0.15587243088980124	0.3520126646877004	0.33239893179581204	0.1597159726266859	0.023594391738082414	1.9218377526198865E-5	1.921837752619887E-5	5.844409455278193	8.616811404410548	8.623663797709714	8.63463782003496	-8962832.989424106	0.0	-436.862534682389
281000	-8963282.829926211	-443.97572907763265	-8962838.854197133	388.1258516766071	1635.528942843941	7171.7968419107565	1325.0152433122735	5.104936913352865	0.15587243088980124	0.3520126646877004	0.3326077163420487	0.15950718808044922	0.023466885774214605	1.904737344411946E-5	1.904737344411945E-5	6.939414656484866	8.616811404410548	8.554178744519248	8.63463782003496	-8962838.854197133	0.0	-437.2575055026661
282000	-8963254.865835965	-444.52993020608665	-8962810.335905759	392.51439417044946	1631.1404003500984	7233.360448155505	1318.5244038422488	5.104936913352865	0.15597829033675256	0.3520126646877004	0.3326077163420487	0.1594013286334979	0.020948312722480357	1.903305120149049E-5	1.9033051201490488E-5	6.657952249119529	8.616811404410548	8.52667821138504	8.591523761646478	-8962810.335905759	0.0	-437.8317212582144
283000	-8963241.89981441	-454.8836644831062	-8962787.016149927	394.02331311444067	1629.6314814061072	7272.929457290196	3104.3831777966057	5.104936913352865	0.15597829033675256	0.3517319617639392	0.3328884192658099	0.1594013286334979	0.020866374822607146	1.878846015978189E-5	1.878846015978189E-5	7.005214259653808	8.616811404410548	8.238917498482664	8.591523761646478	-8962787.016149927	0.0	-445.5545357006576
284000	-8963205.911945613	-445.0518364555303	-8962760.860109158	397.491076415216	1626.163718105332	7360.015195451162	1413.5519238000875	5.104936913352865	0.15597829033675256	0.3517319617639392	0.3328884192658099	0.1594013286334979	0.006264811729083786	1.8659362127030723E-5	1.8659362127030723E-5	6.28385674363215	8.616811404410548	8.356302557154839	8.591523761646478	-8962760.860109158	0.0	-438.2373775522379
285000	-8963192.183055785	-445.3711651114717	-8962746.811890673	403.65934079060924	1619.9954537299386	7457.630049916637	1632.3047802018916	5.101105538807428	0.15597829033675256	0.3517319617639392	0.3328884192658099	0.1594013286334979	0.0028112649916327863	1.8393178924739416E-5	1.839317892473941E-5	6.717389373569136	8.616811404410548	8.401520549954995	8.591523761646478	-8962746.811890673	0.0	-438.21610598912264
286000	-8963160.064507615	-445.6876480001635	-8962714.376859615	403.7330034931063	1619.9217910274417	7471.742240500441	1470.4186357195879	5.101105538807428	0.15597829033675256	0.3517319617639392	0.3328884192658099	0.1594013286334979	0.006756131259225858	1.8349968920918372E-5	1.8349968920918365E-5	5.841519701149487	8.616811404410548	7.841287520506823	8.591523761646478	-8962714.376859615	0.0	-438.79311124111234
287000	-8963137.426549243	-445.85858122415056	-8962691.567968018	406.5861479740746	1617.0686465464732	7503.188867408463	1740.515263940254	5.101105538807428	0.15597829033675256	0.3517319617639392	0.3328884192658099	0.1594013286334979	0.0038274906658239947	1.8349968920918372E-5	1.8349968920918382E-5	7.1097777488937215	8.616811404410548	7.324053921756164	8.602223536480288	-8962691.567968018	0.0	-438.5328626102953
