# BEAST v10.5.0
# Generated Sat Nov 08 09:18:28 EET 2025 [seed=1762586295819]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	branchRatesHMC.rate	branchRatesHMC.scale	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
450000	-8460634.916327465	-348.52702038727256	-8460286.389307078	33.8147824914896	1990.8600808964886	533.3007534575679	92.1243879620395	25.82698707617172	0.16139472794123563	0.34034778502954893	0.337293318746147	0.1609641682830686	0.039778410183091244	4.7515960843683265E-5	35.39579891535959	4.650919579145762E-6	0.4972772895134413	0.14997862107668805	-8460286.389307078	0.0	-308.0924014193405
460000	-8460613.320070205	-317.58833213897486	-8460295.731738066	32.58521062426387	1992.0896527637142	527.367377502981	72.6483476309769	25.926310549468976	0.16139472794123563	0.34001048973343934	0.3376306140422566	0.1609641682830686	0.029111968193845594	4.8597290847293605E-5	34.51425091751671	4.71884148244746E-6	0.4671566776931878	0.059909093747351434	-8460295.731738066	0.0	-307.1940617860347
470000	-8460615.255695568	-322.9162917678556	-8460292.3394038	32.159819554713266	1992.5150438332648	526.1066801550589	64.91211584833302	26.037689386055398	0.16139472794123563	0.34047368062048233	0.3373231901827675	0.16080840125551468	0.009869623690224488	4.6019291442377814E-5	32.8290518271941	4.759807013171484E-6	0.4758258785629916	0.12573134257558086	-8460292.3394038	0.0	-308.5830008189774
480000	-8460618.37562857	-332.6492533558061	-8460285.726375215	31.48326509154794	1993.1915982964301	511.8780334002603	71.41351629961888	25.851552562914684	0.16139472794123563	0.34028227563736696	0.3375145951658829	0.16080840125551468	0.010238771515674792	4.6283822924404825E-5	31.491922848331974	4.886320558650028E-6	0.5978497195309649	-0.009763444234541101	-8460285.726375215	0.0	-305.34430108230737
490000	-8460609.90692492	-327.31697890330184	-8460282.589946017	31.61938435641729	1993.055479031561	511.685103880468	65.40264204905773	26.14953813962147	0.16139472794123563	0.34028227563736696	0.3375022805719456	0.16082071584945198	0.00788435916061708	4.3693357838241565E-5	31.062512424279866	4.8390353152024375E-6	0.5006538163706812	-0.031169197001658336	-8460282.589946017	0.0	-305.68627717988693
500000	-8460635.662726529	-333.0480404198359	-8460302.61468611	33.85328508789345	1990.8215783000846	517.9795166167373	76.31007929774177	28.809346963280323	0.16127113565441034	0.34025066692611655	0.3376574815700213	0.16082071584945198	0.020914331441213165	4.7346264912298976E-5	31.344026679669998	4.8487112098725525E-6	0.5458569312303957	0.0381045969577122	-8460302.61468611	0.0	-304.9102796409521
510000	-8460619.317001004	-330.1183122665174	-8460289.198688738	31.416408253588102	1993.25845513439	507.2970567288683	70.70595946640142	24.235463066395454	0.16134223243851237	0.34013048529423195	0.3377324965399081	0.16079478572734768	0.03685024531324479	5.118237364400947E-5	33.04104976995685	4.8369274789463265E-6	0.5375225392347532	0.07673396939257932	-8460289.198688738	0.0	-303.9927121720338
520000	-8460634.341066983	-338.7445285537131	-8460295.596538428	32.93773859239549	1991.7371247955825	519.8636350414365	67.35345825702778	26.48735595326159	0.16139337140432203	0.3403822048364349	0.337177298072831	0.16104712568641216	0.03510895288176932	4.5282010502627784E-5	33.4154163591565	4.8063312344499935E-6	0.5286927674137181	0.2617360782436133	-8460295.596538428	0.0	-306.553197975717
530000	-8460649.941075506	-354.58510826960656	-8460295.355967237	32.593409099008184	1992.08145428897	516.285857053673	81.6168189699503	25.837639699991144	0.1614793278115524	0.34010569737006446	0.33773560129147123	0.160679373526912	0.04562510479986336	3.956128502829958E-5	27.451331614491316	4.914328676777963E-6	0.5309126393541994	0.0577457993574241	-8460295.355967237	0.0	-305.1502932038322
540000	-8460624.624038447	-337.59913139112996	-8460287.024907056	31.929193864313085	1992.7456695236651	531.2665375363696	88.77318237720229	26.624223726105175	0.16137944751262318	0.3403591832302262	0.3373271075148266	0.16093426174232414	0.01824237701399841	4.448572924556958E-5	33.32469780131741	4.64632157199807E-6	0.5203757496020623	0.1880819857525178	-8460287.024907056	0.0	-309.1224706653527
550000	-8460617.410950692	-336.39557773536836	-8460281.015372956	31.788989800746478	1992.8858735872316	523.629144339471	78.7347166555144	25.847930695094263	0.16135503839387733	0.34038836822209206	0.3376612180765227	0.16059537530750792	0.005065387841241389	4.618384388847762E-5	30.68741971003132	4.6968067704177425E-6	0.5335161561663914	0.08939379212271971	-8460281.015372956	0.0	-307.16820647835635
560000	-8460620.06946631	-334.7553553293972	-8460285.31411098	32.02312385760252	1992.6517395303756	516.982913626011	76.24036950754935	25.86034567890047	0.1611901767355179	0.3401576161161459	0.33741132994015494	0.16124087720818123	0.025937526460938692	4.627987460107732E-5	33.978250925167664	4.799116292803289E-6	0.4969632579825692	0.17667943396306976	-8460285.31411098	0.0	-305.50941253044937
570000	-8460614.342378093	-327.42040981044767	-8460286.921968283	32.174168092889126	1992.500695295089	522.8520946873437	61.69483564521053	26.57699281733632	0.1612570247509831	0.34035373000918745	0.33731581762011287	0.1610734276197166	0.025416557855076516	5.2640167395588355E-5	36.0970730148199	4.8061197555782146E-6	0.4773687495416476	0.022862825705941232	-8460286.921968283	0.0	-309.2530084582153
580000	-8460630.05146447	-333.78074718738065	-8460296.270717282	33.01957265268221	1991.655290735296	542.2343378463027	93.67293192168152	26.69135509328634	0.16133260828887028	0.3400852942432757	0.33753145235867166	0.16105064510918254	0.0034382121899737814	5.62118957272488E-5	39.69014598649901	4.658285174386594E-6	0.4768635722083762	0.038989688130780964	-8460296.270717282	0.0	-310.1878233915574
590000	-8460629.151692197	-327.69476746528125	-8460301.45692473	32.098213482785226	1992.5766499051929	517.3561979428496	67.90639629031985	25.46760256093647	0.16147262293661574	0.3403112401489578	0.33731827878663284	0.16089785812779375	0.019077773074665575	5.7555861894053266E-5	36.86037885339046	4.824769311040493E-6	0.5111510598657597	0.18481990925454508	-8460301.45692473	0.0	-306.9475017511933
