# BEAST v10.5.0
# Generated Sat Nov 08 09:18:12 EET 2025 [seed=1762586280628]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	branchRatesHMC.rate	branchRatesHMC.scale	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-9502177.941398194	-272060.084950926	-9230117.856447268	23.949305038538157	2000.72555834944	56.66921189213805	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.001	1.0	1.0000000000000002E-6	2.1269315631231987E-15	0.9910714285714288	-9230117.856447268	0.0	-50.682124824046866
10000	-8492376.615338504	-844.6908992396756	-8491531.924439264	25.66187895521274	1999.0129844327653	238.72025749536712	18.55600859123694	27.88880357747298	0.1594775720690698	0.34515174751758154	0.33017409814553883	0.1651965822678099	0.025179277792176987	1.299890520226336E-4	29.01108403859172	1.2428391643840848E-5	1.3455289385860316	0.10044560924294546	-8491531.924439264	0.0	-226.66478842053075
20000	-8486465.208334165	-677.6313153143518	-8485787.57701885	26.362158728546248	1998.3127046594318	249.45540764704234	24.75093461144283	28.9675926364678	0.1611636426005195	0.34042750987515724	0.3373740098410126	0.16103483768331076	0.017792420655061505	1.2822359985315083E-4	40.99972462596739	1.1940822237875455E-5	1.2533432568724558	-0.05973024569801081	-8485787.57701885	0.0	-230.91963364660134
30000	-8483787.15002288	-572.2925154768789	-8483214.857507402	26.01190190632274	1998.6629614816554	265.4974663334967	25.493657754516903	29.24118467665325	0.16150531224026923	0.3400858402354075	0.337662965074619	0.16074588244970436	0.013498493152297104	1.3049887051608277E-4	49.020851704337296	1.0970303375787621E-5	1.0231390201378154	-0.03474856378495272	-8483214.857507402	0.0	-237.59687500710425
40000	-8482847.413051277	-574.0031138964052	-8482273.409937382	25.822021885273713	1998.8528415027045	262.563222866406	18.50723019191816	26.758186716257935	0.161477361254803	0.34021581548866625	0.3372834636676938	0.16102335958883707	0.026182014370046067	1.4561868352225835E-4	48.192695919578696	1.0987714964675103E-5	0.9395494170523926	-0.09160769174826223	-8482273.409937382	0.0	-238.0263632342589
50000	-8480731.37826769	-557.399588200349	-8480173.97867949	26.224483745823782	1998.4503796421543	273.205963265606	25.37203653121845	29.061016787650782	0.16145545620826007	0.3400244387742373	0.33767029365572776	0.16084981136177492	0.0102483783807956	1.5173682556702267E-4	58.00147955518342	1.0263072922891372E-5	0.9856551751359345	0.11639684132562514	-8480173.97867949	0.0	-240.87666359414763
60000	-8480675.287357783	-540.3642771680774	-8480134.923080616	25.980875938198597	1998.6939874497796	275.2692709346842	21.55772897838921	26.816905871967375	0.16149546577625729	0.3399844292062401	0.33753309327468556	0.16098701174281715	0.004491004136611906	1.6337920686900655E-4	58.99351045381296	1.0495205951956619E-5	1.0152632786178526	0.13684966181310998	-8480134.923080616	0.0	-242.9006901501975
70000	-8480671.797153492	-545.2243187995115	-8480126.572834693	26.59971398278158	1998.0751494051965	277.0681740458067	21.821159855641664	27.772344460220665	0.16133373476091514	0.3399844292062401	0.33769482429002773	0.16098701174281715	0.03684209518632633	1.7014896827388204E-4	66.58236693299237	1.0292137330323078E-5	0.999867582470963	0.14558077222174046	-8480126.572834693	0.0	-243.38880729355415
80000	-8479641.01736274	-506.28520291657173	-8479134.732159823	27.20765721133023	1997.4672061766478	299.45025039914526	31.358245386084093	27.36075330626705	0.16137974199672617	0.3399844292062401	0.3375861295465332	0.16104969925050064	0.022526051912981612	1.6617989021938928E-4	70.3039820013413	9.52593902628381E-6	0.8698165978865217	0.21101717980993465	-8479134.732159823	0.0	-250.95358597431942
90000	-8479640.994001217	-505.0669314105912	-8479135.927069807	26.290120566824676	1998.3847428211534	297.01660040552633	29.060295723233413	25.41578598336802	0.16137974199672617	0.3401857936376862	0.3375861295465332	0.16084833481905453	0.013966786575968195	1.672979747738682E-4	72.80383287787105	9.63624845880334E-6	0.8425794229772521	0.19023930757458818	-8479135.927069807	0.0	-250.87742586873972
